02PR,America/Puerto_Rico
MHLU,America/Tegucigalpa
MHLZ,America/Tegucigalpa
MHML,America/Tegucigalpa
MHMN,America/Tegucigalpa
MHMO,America/Tegucigalpa
MHMP,America/Tegucigalpa
MHMS,America/Tegucigalpa
MHMT,America/Tegucigalpa
MHNB,America/Tegucigalpa
MHNC,America/Tegucigalpa
MHNJ,America/Tegucigalpa
MHNS,America/Tegucigalpa
MHNV,America/Tegucigalpa
MHOT,America/Tegucigalpa
MHPA,America/Tegucigalpa
MHPC,America/Tegucigalpa
MHPI,America/Tegucigalpa
MHPL,America/Tegucigalpa
MHPS,America/Tegucigalpa
MHPV,America/Tegucigalpa
MHRA,America/Tegucigalpa
MHRD,America/Tegucigalpa
MHRH,America/Tegucigalpa
MHRJ,America/Tegucigalpa
MHRO,America/Tegucigalpa
MHRR,America/Tegucigalpa
MHRU,America/Tegucigalpa
MHRY,America/Tegucigalpa
MHSC,America/Tegucigalpa
MHSI,America/Tegucigalpa
MHSJ,America/Tegucigalpa
MHSL,America/Tegucigalpa
MHSN,America/Tegucigalpa
MHSX,America/Tegucigalpa
MHTA,America/Tegucigalpa
MHTB,America/Tegucigalpa
MHTE,America/Tegucigalpa
MHTG,America/Tegucigalpa
MHTI,America/Tegucigalpa
MHTJ,America/Tegucigalpa
MHTO,America/Tegucigalpa
MHUC,America/Tegucigalpa
MHUH,America/Tegucigalpa
MHUL,America/Tegucigalpa
MHUT,America/Tegucigalpa
MHUY,America/Tegucigalpa
MHVE,America/Tegucigalpa
MHWA,America/Tegucigalpa
MHWD,America/Tegucigalpa
MHWP,America/Tegucigalpa
MHWR,America/Tegucigalpa
MHWS,America/Tegucigalpa
MHWW,America/Tegucigalpa
MHYR,America/Tegucigalpa
MHYX,America/Tegucigalpa
MHZA,America/Tegucigalpa
MKBS,America/Jamaica
MKJP,America/Jamaica
MKJS,America/Jamaica
MKKJ,America/Jamaica
MKNG,America/Jamaica
MKTP,America/Jamaica
MLLJ,America/Costa_Rica
MM10,America/Tijuana
MM11,America/Monterrey
MM12,America/Mazatlan
MM13,America/Chihuahua
MM16,America/Monterrey
MM17,America/Monterrey
MM20,America/Mexico_City
MM22,America/Monterrey
MM23,America/Tijuana
MM25,America/Mexico_City
MM29,America/Mexico_City
MM30,America/Mazatlan
MM31,America/Mexico_City
MM32,America/Hermosillo
MM35,America/Mexico_City
MM36,America/Monterrey
MM37,America/Monterrey
MM39,America/Mazatlan
MM41,America/Mexico_City
MM42,America/Monterrey
MM44,America/Monterrey
MM47,America/Mexico_City
MM48,America/Mexico_City
MM50,America/Mazatlan
MM51,America/Monterrey
MM52,America/Mazatlan
MM53,America/Monterrey
MM54,America/Monterrey
MM56,America/Monterrey
MM62,America/Mexico_City
MM63,America/Mexico_City
MM64,America/Monterrey
MM65,America/Hermosillo
MM66,America/Mexico_City
MM67,America/Mexico_City
MM68,America/Monterrey
MM69,America/Hermosillo
MM72,America/Merida
MM73,America/Mexico_City
MM74,America/Merida
MM75,America/Hermosillo
MM79,America/Mazatlan
MM80,America/Hermosillo
MM81,America/Mazatlan
MM82,America/Matamoros
MM84,America/Chihuahua
MMAA,America/Mexico_City
MMAL,America/Monterrey
MMAN,America/Monterrey
MMAS,America/Mexico_City
MMBT,America/Mexico_City
MMCA,America/Hermosillo
MMCB,America/Mexico_City
MMCC,America/Matamoros
MMCE,America/Merida
MMCG,America/Chihuahua
MMCH,America/Mexico_City
MMCL,America/Mazatlan
MMCM,America/Cancun
MMCN,America/Hermosillo
MMCO,America/Mexico_City
MMCP,America/Merida
MMCS,America/Ciudad_Juarez
MMCT,America/Merida
MMCU,America/Chihuahua
MMCV,America/Monterrey
MMCY,America/Mexico_City
MMCZ,America/Cancun
MMDA,America/Mazatlan
MMDM,America/Monterrey
MMDO,America/Monterrey
MMEP,America/Mazatlan
MMES,America/Tijuana
MMGD,America/Tijuana
MMGL,America/Mexico_City
MMGM,America/Hermosillo
MMGR,America/Tijuana
MMGT,America/Mexico_City
MMHC,America/Mexico_City
MMHO,America/Hermosillo
MMIA,America/Mexico_City
MMIM,America/Cancun
MMIO,America/Monterrey
MMIT,America/Mexico_City
MMJA,America/Mexico_City
MMJC,America/Mexico_City
MMLC,America/Mexico_City
MMLM,America/Mazatlan
MMLO,America/Mexico_City
MMLP,America/Mazatlan
MMLT,America/Mazatlan
MMMA,America/Matamoros
MMMD,America/Merida
MMMG,America/Mazatlan
MMML,America/Tijuana
MMMM,America/Mexico_City
MMMT,America/Mexico_City
MMMV,America/Monterrey
MMMX,America/Mexico_City
MMMY,America/Monterrey
MMMZ,America/Mazatlan
MMNG,America/Hermosillo
MMNL,America/Matamoros
MMOX,America/Mexico_City
MMPA,America/Mexico_City
MMPB,America/Mexico_City
MMPC,America/Mexico_City
MMPE,America/Hermosillo
MMPG,America/Matamoros
MMPL,America/Mazatlan
MMPN,America/Mexico_City
MMPP,America/Mazatlan
MMPQ,America/Mexico_City
MMPR,America/Mexico_City
MMPS,America/Mexico_City
MMQT,America/Mexico_City
MMRX,America/Matamoros
MMSD,America/Mazatlan
MMSF,America/Tijuana
MMSG,America/Chihuahua
MMSL,America/Mazatlan
MMSM,America/Mexico_City
MMSP,America/Mexico_City
MMSZ,America/Mexico_City
MMTA,America/Mexico_City
MMTB,America/Mexico_City
MMTC,America/Monterrey
MMTG,America/Mexico_City
MMTJ,America/Tijuana
MMTL,America/Cancun
MMTM,America/Monterrey
MMTN,America/Mexico_City
MMTO,America/Mexico_City
MMTP,America/Mexico_City
MMTU,America/Cancun
MMTX,America/Mexico_City
MMUN,America/Cancun
MMVA,America/Mexico_City
MMVR,America/Mexico_City
MMZC,America/Mexico_City
MMZH,America/Mexico_City
MMZM,America/Mexico_City
MMZO,America/Mexico_City
MMZP,America/Mexico_City
MNAL,America/Managua
MNAM,America/Managua
MNBC,America/Managua
MNBL,America/Managua
MNBR,America/Managua
MNBZ,America/Managua
MNCE,America/Managua
MNCH,America/Managua
MNCI,America/Managua
MNCT,America/Managua
MNDM,America/Managua
MNES,America/Managua
MNFC,America/Managua
MNHG,America/Managua
MNJG,America/Managua
MNKW,America/Managua
MNLN,America/Managua
MNLP,America/Managua
MNMG,America/Managua
MNMR,America/Managua
MNMT,America/Managua
MNPC,America/Managua
MNPP,America/Managua
MNRS,America/Managua
MNRT,America/Managua
MNSC,America/Managua
MNSI,America/Managua
MNSN,America/Managua
MNWP,America/Managua
MP01,America/Panama
MP02,America/Panama
MP03,America/Panama
MP17,America/Panama
MP18,America/Panama
MP21,America/Panama
MP22,America/Panama
MP23,America/Panama
MP24,America/Panama
MP26,America/Panama
MP27,America/Panama
MPAG,America/Panama
MPBO,America/Panama
MPCE,America/Panama
MPCH,America/Panama
MPDA,America/Panama
MPEJ,America/Panama
MPFE,America/Panama
MPFS,America/Panama
MPHO,America/Panama
MPJE,America/Panama
MPMC,America/Panama
MPMG,America/Panama
MPNU,America/Panama
MPOA,America/Panama
MPPD,America/Panama
MPPT,America/Panama
MPSA,America/Panama
MPSM,America/Panama
MPTO,America/Panama
MPVR,America/Panama
MPWN,America/Panama
MPZL,America/Panama
MRAD,America/Costa_Rica
MRAG,America/Costa_Rica
MRAJ,America/Costa_Rica
MRAL,America/Costa_Rica
MRAM,America/Costa_Rica
MRAN,America/Costa_Rica
MRAO,America/Costa_Rica
MRAR,America/Costa_Rica
MRAT,America/Costa_Rica
MRBA,America/Costa_Rica
MRBB,America/Costa_Rica
MRBC,America/Costa_Rica
MRBM,America/Costa_Rica
MRBN,America/Costa_Rica
MRBO,America/Costa_Rica
MRBP,America/Costa_Rica
MRBT,America/Costa_Rica
MRCA,America/Costa_Rica
MRCC,America/Costa_Rica
MRCD,America/Costa_Rica
MRCE,America/Costa_Rica
MRCH,America/Costa_Rica
MRCI,America/Costa_Rica
MRCJ,America/Costa_Rica
MRCL,America/Costa_Rica
MRCO,America/Costa_Rica
MRCR,America/Costa_Rica
MRCV,America/Costa_Rica
MRCZ,America/Costa_Rica
MRDC,America/Costa_Rica
MRDD,America/Costa_Rica
MRDK,America/Costa_Rica
MRDM,America/Costa_Rica
MRDO,America/Costa_Rica
MRDV,America/Costa_Rica
MREC,America/Costa_Rica
MRED,America/Costa_Rica
MREO,America/Costa_Rica
MRER,America/Costa_Rica
MRET,America/Costa_Rica
MRFC,America/Costa_Rica
MRFD,America/Costa_Rica
MRFI,America/Costa_Rica
MRFL,America/Costa_Rica
MRFP,America/Costa_Rica
MRFS,America/Costa_Rica
MRGA,America/Costa_Rica
MRGF,America/Costa_Rica
MRGP,America/Costa_Rica
MRGT,America/Costa_Rica
MRHG,America/Costa_Rica
MRHH,America/Costa_Rica
MRHO,America/Costa_Rica
MRHP,America/Costa_Rica
MRHS,America/Costa_Rica
MRIA,America/Costa_Rica
MRIS,America/Costa_Rica
MRJO,America/Costa_Rica
MRLA,America/Costa_Rica
MRLB,America/Costa_Rica
MRLC,America/Costa_Rica
MRLE,America/Costa_Rica
MRLF,America/Costa_Rica
MRLG,America/Costa_Rica
MRLI,America/Costa_Rica
MRLL,America/Costa_Rica
MRLM,America/Costa_Rica
MRLN,America/Costa_Rica
MRLP,America/Costa_Rica
MRLT,America/Costa_Rica
MRLV,America/Costa_Rica
MRLY,America/Costa_Rica
MRLZ,America/Costa_Rica
MRMA,America/Costa_Rica
MRMC,America/Costa_Rica
MRMJ,America/Costa_Rica
MRMR,America/Costa_Rica
MRNC,America/Costa_Rica
MRNI,America/Costa_Rica
MRNS,America/Costa_Rica
MROC,America/Costa_Rica
MRPA,America/Costa_Rica
MRPD,America/Costa_Rica
MRPJ,America/Costa_Rica
MRPK,America/Costa_Rica
MRPL,America/Costa_Rica
MRPM,America/Costa_Rica
MRPN,America/Costa_Rica
MRPO,America/Costa_Rica
MRPP,America/Costa_Rica
MRPR,America/Costa_Rica
MRPS,America/Costa_Rica
MRPT,America/Costa_Rica
MRPV,America/Costa_Rica
MRPY,America/Costa_Rica
MRQA,America/Costa_Rica
MRQN,America/Costa_Rica
MRQP,America/Costa_Rica
MRRF,America/Costa_Rica
MRRH,America/Costa_Rica
MRRN,America/Costa_Rica
MRRX,America/Costa_Rica
MRSA,America/Costa_Rica
MRSB,America/Costa_Rica
MRSC,America/Costa_Rica
MRSF,America/Costa_Rica
MRSG,America/Costa_Rica
MRSH,America/Costa_Rica
MRSI,America/Costa_Rica
MRSL,America/Costa_Rica
MRSM,America/Costa_Rica
MRSN,America/Costa_Rica
MRSO,America/Costa_Rica
MRSP,America/Costa_Rica
MRSQ,America/Costa_Rica
MRST,America/Costa_Rica
MRSV,America/Costa_Rica
MRSX,America/Costa_Rica
MRTB,America/Costa_Rica
MRTG,America/Costa_Rica
MRTL,America/Costa_Rica
MRTM,America/Costa_Rica
MRTR,America/Costa_Rica
MRTS,America/Costa_Rica
MRUP,America/Costa_Rica
MRYT,America/Costa_Rica
MRZP,America/Costa_Rica
MSAC,America/El_Salvador
MSBS,America/El_Salvador
MSCD,America/El_Salvador
MSCH,America/El_Salvador
MSCM,America/El_Salvador
MSCN,America/El_Salvador
MSCR,America/El_Salvador
MSES,America/El_Salvador
MSET,America/El_Salvador
MSJC,America/El_Salvador
MSLC,America/El_Salvador
MSLD,America/El_Salvador
MSLM,America/El_Salvador
MSLP,America/El_Salvador
MSPT,America/El_Salvador
MSRC,America/El_Salvador
MSSA,America/El_Salvador
MSSJ,America/El_Salvador
MSSM,America/El_Salvador
MSSN,America/El_Salvador
MSSS,America/El_Salvador
MSZT,America/El_Salvador
MTCA,America/Port-au-Prince
MTCH,America/Port-au-Prince
MTJA,America/Port-au-Prince
MTJE,America/Port-au-Prince
MTPP,America/Port-au-Prince
MTPX,America/Port-au-Prince
MUBA,America/Havana
MUBE,America/Havana
MUBO,America/Havana
MUBR,America/Havana
MUBY,America/Havana
MUCA,America/Havana
MUCC,America/Havana
MUCF,America/Havana
MUCL,America/Havana
MUCM,America/Havana
MUCO,America/Havana
MUCU,America/Havana
MUCY,America/Havana
MUFL,America/Havana
MUGM,America/New_York
MUGT,America/Havana
MUHA,America/Havana
MUHG,America/Havana
MUKW,America/Havana
MULB,America/Havana
MUMA,America/Havana
MUMG,America/Havana
MUMJ,America/Havana
MUMO,America/Havana
MUMZ,America/Havana
MUNB,America/Havana
MUNG,America/Havana
MUPA,America/Havana
MUPB,America/Havana
MUSA,America/Havana
MUSC,America/Havana
MUSG,America/Havana
MUSJ,America/Havana
MUSL,America/Havana
MUSN,America/Havana
MUSS,America/Havana
MUTD,America/Havana
MUTI,America/Havana
MUVR,America/Havana
MUVT,America/Havana
MWCB,America/Cayman
MWCL,America/Cayman
MWCR,America/Cayman
MYA0,America/Nassau
MYAB,America/Nassau
MYAF,America/Nassau
MYAK,America/Nassau
MYAM,America/Nassau
MYAN,America/Nassau
MYAP,America/Nassau
MYAS,America/Nassau
MYAT,America/Nassau
MYAW,America/Nassau
MYAX,America/Nassau
MYBC,America/Nassau
MYBG,America/Nassau
MYBS,America/Nassau
MYCA,America/Nassau
MYCB,America/Nassau
MYCC,America/Nassau
MYCH,America/Nassau
MYCI,America/Nassau
MYCP,America/Nassau
MYCS,America/Nassau
MYEB,America/Nassau
MYEF,America/Nassau
MYEH,America/Nassau
MYEL,America/Nassau
MYEM,America/Nassau
MYEN,America/Nassau
MYER,America/Nassau
MYES,America/Nassau
MYEY,America/Nassau
MYGD,America/Nassau
MYGF,America/Nassau
MYGM,America/Nassau
MYGW,America/Nassau
MYIG,America/Nassau
MYLD,America/Nassau
MYLR,America/Nassau
MYLS,America/Nassau
MYMM,America/Nassau
MYNN,America/Nassau
MYRD,America/Nassau
MYRP,America/Nassau
MYSM,America/Nassau
MYX4,America/Nassau
MYX7,America/Nassau
MYX8,America/Nassau
MYXC,America/Nassau
MYXD,America/Nassau
MYXF,America/Nassau
MYXH,America/Nassau
MYZ3,America/Nassau
MZBZ,America/Belize
MZHR,America/Belize
MZJC,America/Belize
MZMF,America/Belize
MZPL,America/Belize
PR10,America/Puerto_Rico
PR20,America/Puerto_Rico
PR25,America/Puerto_Rico
PR27,America/Puerto_Rico
SKPV,America/Bogota
SKPZ,America/Bogota
SKSP,America/Bogota
SU01,Europe/Rome
SVDM,America/Caracas
SVLB,America/Caracas
SVMG,America/Caracas
SVRS,America/Caracas
TAPA,America/Antigua
TAPT,America/Antigua
TBPB,America/Barbados
TDCF,America/Dominica
TDPD,America/Dominica
TFFA,America/Guadeloupe
TFFB,America/Guadeloupe
TFFC,America/Guadeloupe
TFFF,America/Martinique
TFFG,America/Marigot
TFFJ,America/St_Barthelemy
TFFM,America/Guadeloupe
TFFR,America/Guadeloupe
TFFS,America/Guadeloupe
TGPY,America/Grenada
TGPZ,America/Grenada
TIST,America/St_Thomas
TISX,America/St_Thomas
TJAB,America/Puerto_Rico
TJBQ,America/Puerto_Rico
TJCP,America/Puerto_Rico
TJIG,America/Puerto_Rico
TJMZ,America/Puerto_Rico
TJPS,America/Puerto_Rico
TJRV,America/Puerto_Rico
TJSJ,America/Puerto_Rico
TJVQ,America/Puerto_Rico
TKPK,America/St_Kitts
TKPN,America/St_Kitts
TLPC,America/St_Lucia
TLPL,America/St_Lucia
TNCA,America/Aruba
TNCB,America/Kralendijk
TNCC,America/Curacao
TNCE,America/Kralendijk
TNCM,America/Lower_Princes
TNCS,America/Kralendijk
TQPF,America/Anguilla
TRPG,America/Montserrat
TTCP,America/Port_of_Spain
TTPP,America/Port_of_Spain
TUPA,America/Tortola
TUPJ,America/Tortola
TUPW,America/Tortola
TVSA,America/St_Vincent
TVSB,America/St_Vincent
TVSC,America/St_Vincent
TVSM,America/St_Vincent
TVSU,America/St_Vincent
TXKF,Atlantic/Bermuda
UEAT,Asia/Srednekolymsk
UEBG,Asia/Vladivostok
UEBK,Asia/Vladivostok
UEBS,Asia/Yakutsk
UEBT,Asia/Vladivostok
UECT,Asia/Yakutsk
UEDB,Asia/Srednekolymsk
UEDK,Asia/Srednekolymsk
UEDN,Asia/Yakutsk
UEED,Asia/Yakutsk
UEEG,Asia/Yakutsk
UEEJ,Asia/Yakutsk
UEEQ,Asia/Yakutsk
UEEX,Asia/Yakutsk
UEKG,Asia/Srednekolymsk
UEKO,Asia/Yakutsk
UEKU,Asia/Yakutsk
UEKY,Asia/Srednekolymsk
UELT,Asia/Yakutsk
UEMC,Asia/Srednekolymsk
UEMD,Asia/Yakutsk
UEME,Asia/Yakutsk
UEMH,Asia/Khandyga
UEMN,Asia/Srednekolymsk
UEMR,Asia/Yakutsk
UEMS,Asia/Yakutsk
UEMU,Asia/Khandyga
UENH,Asia/Yakutsk
UENO,Asia/Yakutsk
UENU,Asia/Yakutsk
UEOA,Asia/Yakutsk
UEOQ,Asia/Yakutsk
UEOT,Asia/Yakutsk
UEOU,Asia/Yakutsk
UEQC,Asia/Khandyga
UEQK,Asia/Khandyga
UEQM,Asia/Khandyga
UEQN,Asia/Khandyga
UERO,Asia/Yakutsk
UERS,Asia/Yakutsk
UERT,Asia/Yakutsk
UESC,Asia/Srednekolymsk
UESH,Asia/Srednekolymsk
UESL,Asia/Srednekolymsk
UESR,Asia/Vladivostok
UESX,Asia/Srednekolymsk
UESY,Asia/Srednekolymsk
UESZ,Asia/Vladivostok
UEWO,Asia/Yakutsk
UEYR,Asia/Srednekolymsk
UGMS,Asia/Tbilisi
UHDW,Asia/Anadyr
UHGL,Asia/Magadan
UHKN,Asia/Vladivostok
UHMD,Asia/Anadyr
UHMZ,Asia/Anadyr
UHNT,Asia/Vladivostok
UHOA,Asia/Vladivostok
UHTO,Asia/Vladivostok
UHTQ,Asia/Vladivostok
UHTS,Asia/Vladivostok
UHWE,Asia/Vladivostok
UHWT,Asia/Vladivostok
UIAC,Asia/Chita
UIAD,Asia/Chita
UIAG,Asia/Chita
UIAU,Asia/Chita
UIAY,Asia/Chita
UIIH,Asia/Irkutsk
UK59,Europe/Kyiv
UK61,Europe/Kyiv
UKBB,Europe/Kyiv
UKBH,Europe/Kyiv
UKCK,Europe/Kyiv
UKCM,Europe/Kyiv
UKDB,Europe/Kyiv
UKDD,Europe/Kyiv
UKDE,Europe/Kyiv
UKDR,Europe/Kyiv
UKFB,Europe/Simferopol
UKFF,Europe/Simferopol
UKFG,Europe/Simferopol
UKFI,Europe/Simferopol
UKFK,Europe/Simferopol
UKFW,Europe/Simferopol
UKFY,Europe/Simferopol
UKGW,Europe/Kyiv
UKHD,Europe/Kyiv
UKHH,Europe/Kyiv
UKHP,Europe/Kyiv
UKHS,Europe/Kyiv
UKIN,Europe/Kyiv
UKKE,Europe/Kyiv
UKKG,Europe/Kyiv
UKKK,Europe/Kyiv
UKKM,Europe/Kyiv
UKKO,Europe/Kyiv
UKKV,Europe/Kyiv
UKLC,Europe/Kyiv
UKLH,Europe/Kyiv
UKLI,Europe/Kyiv
UKLL,Europe/Kyiv
UKLN,Europe/Kyiv
UKLR,Europe/Kyiv
UKLT,Europe/Kyiv
UKLU,Europe/Kyiv
UKNG,Europe/Kyiv
UKOH,Europe/Kyiv
UKOO,Europe/Kyiv
UKOR,Europe/Kyiv
UKVN,Europe/Kyiv
UKWW,Europe/Kyiv
ULAA,Europe/Moscow
ULAH,Europe/Moscow
ULAL,Europe/Moscow
ULAM,Europe/Moscow
ULAO,Europe/Moscow
ULAR,Europe/Moscow
ULAS,Europe/Moscow
ULBK,Europe/Moscow
ULBM,Europe/Moscow
ULBZ,Europe/Moscow
ULDT,Europe/Moscow
ULEH,Europe/Moscow
ULEK,Europe/Moscow
ULIC,Europe/Moscow
ULJI,Europe/Moscow
ULJM,Europe/Moscow
ULJO,Europe/Moscow
ULKK,Europe/Moscow
ULKS,Europe/Moscow
ULLI,Europe/Moscow
ULLP,Europe/Moscow
ULMA,Europe/Moscow
ULMM,Europe/Moscow
ULNP,Europe/Moscow
ULPK,Europe/Moscow
ULPP,Europe/Moscow
ULPS,Europe/Moscow
ULSW,Europe/Moscow
ULWC,Europe/Moscow
ULWK,Europe/Moscow
ULWW,Europe/Moscow
UMBB,Europe/Minsk
UMBK,Europe/Minsk
UMGG,Europe/Minsk
UMGI,Europe/Minsk
UMII,Europe/Minsk
UMKE,Europe/Kaliningrad
UMKS,Europe/Kaliningrad
UMLI,Europe/Minsk
UMMA,Europe/Minsk
UMMG,Europe/Minsk
UMMS,Europe/Minsk
UMNB,Europe/Minsk
UMNM,Europe/Minsk
UMNV,Europe/Minsk
UMOO,Europe/Minsk
UNBG,Asia/Barnaul
UNBU,Asia/Barnaul
UNHA,Asia/Krasnoyarsk
UNHZ,Asia/Krasnoyarsk
UNIA,Asia/Krasnoyarsk
UNIP,Asia/Krasnoyarsk
UNLK,Asia/Tomsk
UNNT,Asia/Novosibirsk
UNOT,Asia/Omsk
UNOW,Asia/Omsk
UODL,Asia/Krasnoyarsk
UOTU,Asia/Krasnoyarsk
URKA,Europe/Moscow
URKG,Europe/Moscow
URKR,Europe/Moscow
URKS,Europe/Moscow
URME,Europe/Moscow
URMN,Europe/Moscow
URMO,Europe/Moscow
URMT,Europe/Moscow
URRH,Europe/Moscow
URRN,Europe/Moscow
URRP,Europe/Moscow
URRT,Europe/Moscow
URSS,Europe/Moscow
URWI,Europe/Moscow
USDI,Asia/Yekaterinburg
USDO,Asia/Yekaterinburg
USDP,Asia/Yekaterinburg
USDR,Asia/Yekaterinburg
USDS,Asia/Yekaterinburg
USDT,Asia/Yekaterinburg
USDU,Asia/Yekaterinburg
USHA,Asia/Yekaterinburg
USHN,Asia/Yekaterinburg
USHQ,Asia/Yekaterinburg
USKK,Europe/Kirov
USRA,Asia/Yekaterinburg
USSQ,Asia/Yekaterinburg
USTL,Asia/Yekaterinburg
UUBA,Europe/Moscow
UUBC,Europe/Moscow
UUBI,Europe/Moscow
UUBK,Europe/Moscow
UUBN,Europe/Moscow
UUBQ,Europe/Moscow
UUBS,Europe/Moscow
UUDD,Europe/Moscow
UUEE,Europe/Moscow
UUEI,Europe/Moscow
UUEM,Europe/Moscow
UUMD,Europe/Moscow
UUMI,Europe/Moscow
UUML,Europe/Moscow
UUMT,Europe/Moscow
UUMU,Europe/Moscow
UUOB,Europe/Moscow
UUOD,Europe/Moscow
UUOK,Europe/Moscow
UUOL,Europe/Moscow
UUOQ,Europe/Moscow
UUOT,Europe/Moscow
UUOW,Europe/Moscow
UUTZ,Europe/Moscow
UUWK,Europe/Moscow
UUWW,Europe/Moscow
UUYI,Europe/Moscow
UUYM,Europe/Moscow
UUYN,Europe/Moscow
UUYP,Europe/Moscow
UUYT,Europe/Moscow
UUYY,Europe/Moscow
UWGB,Europe/Moscow
UWPP,Europe/Moscow
UWPS,Europe/Moscow
UWSK,Europe/Saratov
UWTK,Europe/Moscow
UWUU,Asia/Yekaterinburg
UWUZ,Europe/Moscow
UWWE,Europe/Samara
UWWW,Europe/Samara
VB02,Europe/Rome
XRMU,Europe/Moscow
